#1 Nearest,#2 Nearest,#3 Nearest,#4 Nearest,#5 Nearest,Multiplier
9898.931479066392,9916.068749457627,10375.619667521845,10443.28115264233,15632.063703802172,1.0
9890.85666034584,9996.998958916764,10281.121470646234,10285.701919519366,10554.103071886198,1.0
10587.181722057467,10600.786438651592,10741.835909657317,10789.356218863752,16561.206534410776,1.0
1056.255183001651,1072.7515002417126,1830.6020454626257,4847.810724608371,7686.956912012849,1.0
9783.589589159195,9890.85666034584,10204.343044366151,10281.121470646234,10285.701919519366,1.0
759.816903932822,1101.0941158670664,1425.3757466881393,5106.203879719887,8233.548209632965,1.0
10486.275507412498,10729.205950861218,10807.177165058873,10845.35717462052,16663.90682979036,1.0
3378.740449067516,3903.055566296153,4297.786344418794,5001.319993919356,5105.186742078328,1.0
9783.589589159195,10090.052691073513,10204.343044366151,10267.481850298589,10285.701919519366,1.0
3411.5695060587445,3618.278411764948,4098.180597839306,5329.3415680593735,8996.067564394762,1.0
2953.182387128071,3131.142780917719,3234.340938601507,5039.750074407189,7583.156454572785,1.0
10488.483171648237,10827.853050354795,10872.24789507623,10950.751871856846,16767.840093880226,1.0
3112.905743540501,3589.3709728819977,4269.912263692484,4794.882220753165,5192.952661069016,1.0
9596.155232599247,9783.589589159195,10090.052691073513,10267.481850298589,10285.701919519366,1.0
2643.35389198091,3944.901366974577,4503.4785324186205,4664.233990253178,8322.645472167995,1.0
3399.652443828828,4360.404811299643,4446.993534066888,5238.827245095183,5850.8831145745735,1.0
3092.4789630272994,3223.796233136117,3269.0993516518347,4906.20688337658,7423.306075353326,1.0
8378.076711518117,8831.185790700945,8940.934576819454,9315.908646089341,15175.02376486147,1.0
10493.666577391674,10851.367555701636,11016.267910953382,11057.966433916916,16872.98354242556,1.0
3112.905743540501,3484.4553449725145,4284.06966572837,4907.890251320769,5175.788954079778,1.0
9596.155232599247,9783.589589159195,10263.014136336673,10267.481850298589,10285.701919519366,1.0
3213.3254846882396,3411.5695060587445,4098.180597839306,4723.80876689627,5329.3415680593735,1.0
2827.6680323699716,3541.7471678660677,4584.273944518757,4649.411978890529,5286.710219621891,1.0
3234.633995342071,3312.1514120996508,3322.4926946676724,4790.233362457919,7263.881445919286,1.0
2800.6492062287807,3015.6775826471726,3171.0145360906213,5170.868349292137,7700.094572381792,1.0
668.6002270381393,920.3612405249022,2031.5862867819606,5188.021979704413,8215.792259197573,1.0
8363.194742607235,8802.356331891688,8856.60227185836,9213.604405952554,15093.114332433732,1.0
10501.821318517661,10877.702272337734,11161.228136709775,11166.948443106987,16979.314693488428,1.0
2587.277849450371,2773.2008766884383,2910.2780893459167,5099.748119647661,7789.8727215891195,1.0
3213.3254846882396,3411.5695060587445,4098.180597839306,4723.80876689627,5263.050023033837,1.0
3012.7936256026346,3422.5692613809583,4510.9724373674635,4735.284452341232,5545.563284045141,1.0
