#1 Nearest,#2 Nearest,#3 Nearest,#4 Nearest,#5 Nearest,Multiplier
157.38290922683842,4000.972145334476,4062.4763859337604,7713.8350129735145,8077.9446940095095,8.376951512886027
1573.9045178004947,3699.713141204878,5662.999241064347,8871.703633952435,9285.22129629504,1.0
145.4552703155466,3934.262394582511,4029.4735363262816,7848.065468967744,8209.853554030697,8.57574549474089
3772.285339900721,5139.565780205816,5510.6595622397335,12440.093917256592,12532.714511377288,1.0
2508.0022630302506,2996.149662453637,4609.795141980235,10630.55097466805,10758.198387138465,1.0
4918.722090730341,6852.779416987762,6966.258952529804,14083.027258735186,14236.01826017996,1.0
3408.573726903632,4841.060946630596,5463.655192224584,9472.365180456032,12273.040482457485,1.0
4926.992080609564,6863.320634469979,6975.393965993231,14093.053043928887,14246.414428431008,1.0
3400.373650482071,4829.546753211276,5456.9391129131,9465.457783280008,12263.425613244155,1.0
4935.270840862545,6873.861933552134,6984.533021587399,14103.07962073522,14256.810849118061,1.0
3392.1937428321357,4818.0331984228615,5450.239646469119,9458.559684618831,12253.814269478953,1.0
2655.5648644431217,4355.930702151121,6728.465102896183,7882.538097210452,8880.859232966202,1.0
2644.14557415746,5539.931473158781,5693.238363542377,6006.914688662618,6626.0809337662995,1.0
1677.0464409934214,2332.443556657302,5385.230383094912,10097.509149882713,10509.881209326091,1.0
2594.63318973485,2776.9851317212265,4208.819138921776,10118.92089508248,10286.876490534609,1.0
1244.8033775467075,2906.6331152174985,5922.991695478863,7430.176679070267,7751.785899404579,1.0
950.4814522504157,3199.902050576062,6109.67215145427,7508.017449596952,7906.736804151749,1.0
4943.558327427867,6884.403313860217,6993.676103463121,14113.10698746571,14267.207521689026,1.0
3384.034150206573,4806.520286856603,5443.556854233379,9451.670904826766,12244.206459466166,1.0
2644.1497837340667,5550.223825294605,5703.151427856354,5999.54156730403,6639.150335619238,1.0
936.4763179714676,3214.1216641557794,6129.654000972699,7512.032616999173,7914.402819374155,1.0
1573.9045178004947,3699.713141204878,5686.833292959112,8871.703633952435,9285.22129629504,1.0
4951.854496489927,6894.944775019061,7002.823195851733,14123.135142439902,14277.604445593746,1.0
3375.895019914295,4795.008023148485,5436.890797695306,9444.791464296532,12234.602191533837,1.0
2644.2355958237413,5560.535914239296,5713.08506360506,5992.195388730141,6652.226484604775,1.0
2596.7828328588757,2813.8021447285823,4197.7765319746995,10116.761411379955,10282.209455202295,1.0
922.4959853756399,3228.346493830913,6139.068025181241,7516.074769157143,7922.089053806262,1.0
4960.159304482236,6905.4863166582145,7011.974283057021,14133.164083978365,14288.001620282635,1.0
