#1 Nearest,#2 Nearest,#3 Nearest,#4 Nearest,#5 Nearest,Multiplier
5830.96405792271,6383.172026151841,7309.542262017788,13893.180017908351,16302.184347292266,1.0
172.50321164848853,1660.8182561598624,3119.0637881184043,8263.598357374924,9332.447649282487,8.124946472525192
2085.8023487049813,3607.6488691465147,3842.6408110962134,11151.74841752631,12919.914281189825,1.0
7132.580570241536,7740.398801286343,9031.84405441609,14141.172749056434,17197.217185068534,1.0
4809.18202658657,6340.527785386132,6662.147766487851,14081.601240849963,15783.63302747363,1.0
7470.655121635556,8303.510281827026,9546.4703434717,14278.004522658335,17478.08566686671,1.0
5656.786781761597,7254.761632991702,8237.864883837294,12023.951822019426,15417.976292775918,1.0
6164.603721827418,6181.363902865915,7561.736116112901,13571.522962071045,16236.29329597236,1.0
6052.12861213218,6749.548851027419,7551.738341410108,14272.173145950177,16623.798321034556,1.0
5587.809535415888,6269.274403267555,7079.2909693413985,13797.624006460659,16134.565784543951,1.0
2080.792444119138,3602.1157447380697,3834.9300777407784,11144.102961396899,12913.188684345632,1.0
4813.315027149973,6344.381066735912,6669.552750397206,14088.150650117617,15788.090744867648,1.0
7465.756122249803,8305.636341711419,9546.751670003458,14267.95529054766,17471.26818110628,1.0
5590.249610890659,6281.395993077403,7082.949402099238,13810.519701554953,16143.118211716552,1.0
2075.7994649797315,3596.590856035383,3827.2195457609973,11136.457665168049,12906.464250870325,1.0
4817.462318197223,6348.245545010024,6676.962390733821,14094.703113165748,15792.55264613719,1.0
7460.897364974974,8307.800887872554,9547.066953912574,14257.921720755401,17464.466606276514,1.0
5592.759233139538,6293.55698347548,7086.661674568228,13823.431938641688,16151.690566892847,1.0
172.50321164848853,1660.8182561598624,3119.0637881184043,3436.311890438404,8263.598357374924,8.124946472525192
2070.823533709198,3591.0742410454254,3819.5092163720915,11128.812529164288,12899.740982577974,1.0
4821.62386284972,6352.121199769667,6684.376672010519,14101.258625735307,15797.018727734418,1.0
7456.078928481986,8310.003890236427,9547.416191833774,14247.90384636884,17457.680960972415,1.0
5595.338308582158,6305.757146502298,7090.4277021832895,13836.360671410275,16160.282818361125,1.0
1357.7078518906694,2065.864773494508,3585.565937957278,3811.7990908037946,11121.167553716517,1.0
5634.406210217184,7132.580570241536,7740.398801286343,9031.84405441609,14141.172749056434,1.0
4117.505472132699,4825.799624234512,6356.008010572106,6691.795578803005,14107.817183577035,1.0
2215.0688417317265,2807.535678432579,4736.187581645268,12057.912481402922,13751.010194599208,1.0
2649.011363420206,2994.4754937503876,5278.553223572707,12262.039767967884,13560.088208421146,1.0
1692.6045447012882,2197.3837800379956,4138.363440523445,11411.373094142991,13107.974592768354,1.0
6164.451853981572,7451.300890995954,8312.245318229232,9547.799380044587,14237.90170052171,1.0
5072.271313473385,5656.786781761597,7254.761632991702,8237.864883837294,12023.951822019426,1.0
4212.058537031991,6164.603721827418,6181.363902865915,7561.736116112901,13571.522962071045,1.0
4432.765070288732,6052.12861213218,6749.548851027419,7551.738341410108,14272.173145950177,1.0
3977.565616257526,5597.986741220262,6317.996255225335,7094.247399332197,13849.30585366128,1.0
4120.493311466392,5830.96405792271,6383.172026151841,7309.542262017788,13893.180017908351,1.0
1350.753123848029,2060.923308283681,3580.065985139966,3804.0891702975377,11113.522739158092,1.0
4124.985745701594,4829.989565477994,6359.905956963079,6699.2190957431085,14114.378782445487,1.0
2231.7624289904597,2813.99571353509,4751.764531688989,12071.085176567047,13759.718994846195,1.0
2642.4152592412584,2981.0521471990387,5266.909838858968,12253.838629418984,13556.124802536973,1.0
1692.6702490363743,2208.5797133049905,4142.046500950326,11295.150660674635,13117.806019776182,1.0
6165.613869121823,7446.563330283878,8314.525140776412,9548.216514459311,14227.91531638626,1.0
4192.677563563956,6145.816619466709,6162.651460626634,7542.567042110796,13553.91462418474,1.0
3986.2539552505023,5600.704432655648,6330.27408374296,7098.120679366181,13862.26743930705,1.0
172.50321164848853,1660.8182561598624,3119.0637881184043,3436.311890438404,8142.724600153073,8.124946472525192
1343.8072195495024,2055.999262779333,3574.5744211373353,3796.379456102558,10982.890461270908,1.0
5634.406210217184,7132.580570241536,7740.398801286343,9031.84405441609,14030.84174126971,1.0
4132.473270833144,4834.193649709236,6363.815018480069,6706.6472075219035,13998.079056325012,1.0
2248.4697837955828,2820.5507373308724,4767.355536145141,11961.229501933161,13768.444781842452,1.0
2635.877050366,2967.6341662752448,5255.277974677726,12122.643371114844,13552.174709431376,1.0
1692.8228235365834,2219.7854288378276,4145.761756472972,11302.009177032998,13127.641282201464,1.0
6166.828241848827,7441.866323648851,8316.843326304517,9548.667590628393,14110.86377283795,1.0
5072.271313473385,5656.786781761597,7254.761632991702,8237.864883837294,11919.785098062124,1.0
4173.296890715028,6127.033426435848,6143.9433603217085,7523.399223660299,13419.835615094358,1.0
4432.765070288732,6052.12861213218,6580.821731742202,7551.738341410108,14152.761339266679,1.0
3995.02224425744,5603.491282115387,6342.590407196037,7102.047454616402,13755.393246995824,1.0
4120.493311466392,5830.96405792271,6383.172026151841,7309.542262017788,13774.165040151094,1.0
172.50321164848853,1660.8182561598624,3205.2004055524167,3436.311890438404,8142.724600153073,8.124946472525192
1336.870276530269,2051.0927624400556,3569.0912846718843,3682.3761750234016,10975.246751631732,1.0
5634.406210217184,6949.755256022941,7740.398801286343,9031.84405441609,14030.84174126971,1.0
4139.968008181752,4838.411840061633,6367.735174652463,6583.960712201701,14004.642797075534,1.0
2265.190601507344,2827.200089109743,4670.780132084618,11974.419574523365,13777.187523316275,1.0
2629.3971686771442,2954.2216240938506,5162.914350624155,12114.45765875915,13548.237940744153,1.0
1693.062244659477,2231.0007792384345,4044.6136137641556,11308.876531927768,13137.480371433076,1.0
6168.09494124219,7256.198346579812,8319.199842745902,9549.152603745295,14100.973619960208,1.0
5072.271313473385,5485.930751032012,7254.761632991702,8237.864883837294,11919.785098062124,1.0
4153.916522696712,5946.072407532629,6108.254178802403,7504.232670386757,13402.212903192176,1.0
4003.8699580127136,5606.347186462888,6188.606432889574,7106.027636395916,13768.356727256023,1.0
4120.493311466392,5830.96405792271,6212.316497086473,7405.8545015573545,13774.165040151094,1.0
184.20898246079557,1660.8182561598624,3205.2004055524167,3436.311890438404,8142.724600153073,7.929850292320074
1329.9424350166487,2046.2039334779686,3655.9342955261236,3674.7085972403893,10967.603206782927,1.0
