#1 Nearest,#2 Nearest,#3 Nearest,#4 Nearest,#5 Nearest,Multiplier
1976.3806740210061,2799.5483595239334,3338.084631972079,8788.333529325164,9285.288859001008,1.0
2278.7815047614517,3227.237202573803,3469.4419456121286,3949.3913543761105,7677.7103498925235,1.0
1242.0895349116445,2522.360507948007,3035.634690295763,8766.349557672109,8949.169809613388,1.0
2786.2685530752856,3449.518021319008,5380.986143285089,6539.532700122235,11882.780503692307,1.0
1612.3540961311546,2623.8865347435867,3495.029107291243,8251.242259608855,9444.068413717816,1.0
1510.0263996216813,1749.1427206515411,3585.5732338901025,6654.436906595794,10772.71087935722,1.0
3009.7802086271263,4322.108321315043,6850.964290182308,7258.801157932484,11170.170876544787,1.0
2286.761916990795,3240.152726155932,3460.0729352636404,3944.9668356302273,7679.524471313209,1.0
1225.2766697057677,2511.5933258159016,3026.8463506907747,8781.067940243214,8931.738701544538,1.0
2786.7055411773754,3455.0593787072085,5390.459949582869,6548.187136137451,11880.669541871197,1.0
239.02404937157598,1632.0369429744542,3211.910874805065,7822.648979775028,9632.308490175885,7.0162658438070675
1681.4301549788188,2623.8865347435867,3495.029107291243,8251.242259608855,9444.068413717816,1.0
2294.8045658767082,3253.0804531113495,3450.7383301662862,3940.589750821772,7681.365057328999,1.0
1208.4976091801782,2500.9091457004047,3018.1396252902437,8795.798470826972,8914.30980394826,1.0
1277.4472332412745,2311.400152134317,3322.595518912991,8562.212264122169,9066.269112981488,1.0
1345.8666703052813,2390.589799642477,2564.5394606960363,6579.857481361564,10965.85808439979,1.0
2787.1835790397045,3460.6249797329206,5399.938357545378,6041.156265721394,6556.847628593169,1.0
4049.30279342897,4389.7354677933345,5247.819469698073,6490.306128162627,6653.746872448104,1.0
3988.142196394239,5669.008841706716,8634.334724001972,9222.58287890873,10553.108743842567,1.0
4642.773421640831,5237.507008104798,5725.26532466526,8489.669727217537,12892.67092983519,1.0
1681.4301549788188,2830.780267891879,3495.029107291243,8251.242259608855,9444.068413717816,1.0
1510.0263996216813,1777.7872476489526,3585.5732338901025,6654.436906595794,10772.71087935722,1.0
2984.7751590313596,4322.108321315043,6850.964290182308,7258.801157932484,11170.170876544787,1.0
1997.4133599776403,2799.5483595239334,3544.780534597517,8788.333529325164,9285.288859001008,1.0
2374.710421519941,3367.0434341508917,3441.4384102868516,3936.2602581931756,7683.232088914209,1.0
1236.6594198635573,2696.7181351523463,3009.5152224478293,8810.541088490065,8896.88312981905,1.0
2787.702645546836,3466.2147076156457,5409.421342985193,6048.033060402885,6565.514153523953,1.0
4061.9700768141943,4402.857976791223,5234.620917637626,6500.5402805018675,6753.573273063439,1.0
3988.604339674827,5669.624861146722,8633.99059314004,9234.923197211307,10544.350804973728,1.0
4640.594256853698,5246.937149834481,5725.99759685774,8492.384546739084,12889.026197836185,1.0
2382.4425304229544,3380.039991440788,3432.1734575734586,3931.9785149505465,7685.12554679621,1.0
1219.4508070182046,2686.066499016872,3000.973851918629,8825.295732662755,8879.458692247474,1.0
2788.2627177856716,3471.8284458222984,5418.9088818691025,6054.920964270331,6574.186687070468,1.0
4074.640733447415,4415.980943065432,5221.422368196556,6510.7851097245975,6765.252132949234,1.0
3989.1060036302406,5670.268656195162,8633.664736366374,9247.264117864555,10535.600571634553,1.0
4638.443544231054,5256.376386696463,5726.753649455236,8495.114592249232,12885.391044540615,1.0
2390.2360230525865,3393.0476297988707,3422.9437559631583,3927.7446772510175,7687.045411447046,1.0
1202.2649757223828,2675.4933730801795,2992.516224693913,8840.062343125144,8862.036504430176,1.0
