Distance since Last Update,Number of blue Nodes,Average Distance,Average Hierarchical distance,Is Affected,Score
0.0,12.0,9465.84386317934,1.8333334,0.0,0.0
0.0,12.0,8308.039440057453,1.8333334,0.0,0.0
0.0,12.0,10167.064655752776,1.8333334,0.0,0.0
0.0,12.0,7067.599783919027,1.75,1.0,0.0
0.0,12.0,7067.599783919027,1.75,0.0,0.0
124.78691948488625,12.0,9540.65192422478,1.8333334,1.0,0.0
124.78691948488625,12.0,9540.65192422478,1.8333334,0.0,0.0
0.0,12.0,9540.65192422478,1.8333334,1.0,0.0
0.0,12.0,9540.65192422478,1.8333334,0.0,0.0
0.0,12.0,8318.14187956338,1.8333334,1.0,0.0
0.0,12.0,8318.14187956338,1.8333334,0.0,0.0
0.0,12.0,10175.270884877575,1.8333334,1.0,0.0
0.0,12.0,10175.270884877575,1.8333334,0.0,0.0
109.79179162988011,12.0,8982.215114824496,2.75,1.0,0.0
109.79179162988011,12.0,8982.215114824496,2.75,0.0,0.0
0.0,12.0,9525.708492036594,2.75,1.0,0.0
0.0,12.0,9525.708492036594,2.75,0.0,0.0
139.24788572650743,12.0,10387.534243530563,2.75,1.0,0.0
139.24788572650743,12.0,10387.534243530563,2.75,0.0,0.0
131.43058124772648,12.0,7417.264275985137,2.75,1.0,0.0
131.43058124772648,12.0,7417.264275985137,2.75,0.0,7e-05
199.09714954040123,12.0,7842.153445444987,2.75,1.0,0.0
199.09714954040123,12.0,7842.153445444987,2.75,0.0,4e-05
128.2467848982722,12.0,8318.707788759006,2.75,1.0,0.0
128.2467848982722,12.0,8318.707788759006,2.75,0.0,1e-05
124.46171336784607,12.0,9224.847320754738,2.75,1.0,0.0
124.46171336784607,12.0,9224.847320754738,2.75,0.0,0.0
0.0,12.0,9238.465393353912,2.75,1.0,0.0
0.0,12.0,9238.465393353912,2.75,0.0,0.0
0.0,12.0,10884.808770950762,2.75,1.0,0.0
0.0,12.0,10884.808770950762,2.75,0.0,0.0
0.0,12.0,7077.043770548586,1.75,1.0,0.0
0.0,12.0,7077.043770548586,1.75,0.0,0.0
124.7869250157824,12.0,9608.617009325035,1.8333334,1.0,0.0
124.7869250157824,12.0,9608.617009325035,1.8333334,0.0,0.0
0.0,12.0,8314.458095671785,1.8333334,1.0,0.0
0.0,12.0,8314.458095671785,1.8333334,0.0,0.0
0.0,12.0,10180.919645541291,1.8333334,1.0,0.0
0.0,12.0,10180.919645541291,1.8333334,0.0,0.0
109.79177803577973,12.0,8943.145014346452,2.75,1.0,0.0
109.79177803577973,12.0,8943.145014346452,2.75,0.0,0.0
0.0,12.0,9515.384877653416,2.75,1.0,0.0
0.0,12.0,9515.384877653416,2.75,0.0,0.0
139.24787851910082,12.0,10272.45660757722,2.75,1.0,0.0
139.24787851910082,12.0,10272.45660757722,2.75,0.0,0.0
130.08346376596143,12.0,7475.36799652499,2.75,1.0,0.0
130.08346376596143,12.0,7475.36799652499,2.75,0.0,6e-05
199.09710751996246,12.0,7951.794875730927,2.75,1.0,0.0
199.09710751996246,12.0,7951.794875730927,2.75,0.0,3e-05
128.24678765848213,12.0,8306.607675919264,2.75,1.0,0.0
128.24678765848213,12.0,8306.607675919264,2.75,0.0,1e-05
124.4617158043417,12.0,9295.831893371822,2.75,1.0,0.0
124.4617158043417,12.0,9295.831893371822,2.75,0.0,0.0
0.0,12.0,9236.166731655003,2.75,1.0,0.0
0.0,12.0,9236.166731655003,2.75,0.0,0.0
0.0,12.0,10879.572549346294,2.75,1.0,0.0
0.0,12.0,10879.572549346294,2.75,0.0,0.0
0.0,12.0,7087.98546432684,1.75,1.0,0.0
0.0,12.0,7087.98546432684,1.75,0.0,0.0
249.5738555646468,12.0,9684.756568340395,1.8333334,1.0,0.0
249.5738555646468,12.0,9684.756568340395,1.8333334,0.0,0.0
11.847360735141029,12.0,8289.383081387154,1.8333334,1.0,0.0
11.847360735141029,12.0,8289.383081387154,1.8333334,0.0,0.0
0.0,12.0,10170.949811814422,1.8333334,1.0,0.0
0.0,12.0,10170.949811814422,1.8333334,0.0,0.0
104.12166003081781,12.0,8901.731130374286,2.75,1.0,0.0
104.12166003081781,12.0,8901.731130374286,2.75,0.0,0.0
80.74923818905626,12.0,9547.733479554607,2.75,1.0,0.0
80.74923818905626,12.0,9547.733479554607,2.75,0.0,0.0
139.2478713115798,12.0,10159.38186261848,2.75,1.0,0.0
139.2478713115798,12.0,10159.38186261848,2.75,0.0,0.0
130.0834447022247,12.0,7536.577442739438,2.75,1.0,0.0
130.0834447022247,12.0,7536.577442739438,2.75,0.0,5e-05
199.09706550024075,12.0,8070.662564640089,2.75,1.0,0.0
199.09706550024075,12.0,8070.662564640089,2.75,0.0,2e-05
128.24679042246743,12.0,8302.182146736131,2.75,1.0,0.0
128.24679042246743,12.0,8302.182146736131,2.75,0.0,1e-05
124.46171825031041,12.0,9368.47181689474,2.75,1.0,0.0
124.46171825031041,12.0,9368.47181689474,2.75,0.0,0.0
