Distance since Last Update,Number of blue Nodes,Average Distance,Average Hierarchical distance,Is Affected,Score
0.0,12.0,3951.200353638662,1.8333334,0.0,0.0
0.0,12.0,3987.359355035292,1.8333334,0.0,0.0
0.0,12.0,6305.697614386529,1.8333334,0.0,0.0
0.0,12.0,4947.56947363119,1.75,0.0,0.0
16.721428768456136,12.0,3878.111186635569,2.75,0.0,0.02369
0.0,12.0,4151.0796586149,2.75,0.0,0.0
0.0,12.0,4317.069799789296,2.75,0.0,0.0
0.0,12.0,3849.9589129813617,2.75,0.0,0.0
0.0,12.0,3893.479012967279,2.75,0.0,0.0
12.856831772621415,12.0,4944.707651718075,2.75,0.0,0.00169
0.0,12.0,5417.369954027912,2.75,0.0,0.0
11.069500025364604,12.0,6583.794346952451,2.75,0.0,4e-05
0.0,12.0,8492.808383378851,2.75,0.0,0.0
0.0,12.0,3950.487768724268,1.8333334,0.0,0.0
0.0,12.0,3985.9147056486768,1.8333334,0.0,0.0
0.0,12.0,6306.918660090101,1.8333334,0.0,0.0
16.72142900784735,12.0,3873.636916831203,2.75,0.0,0.02393
0.0,12.0,4150.672255519621,2.75,0.0,0.0
0.0,12.0,4318.324933968969,2.75,0.0,0.0
0.0,12.0,3848.7565499810976,2.75,0.0,0.0
0.0,12.0,3892.1436145792964,2.75,0.0,0.0
12.85683183288492,12.0,4946.196098363439,2.75,0.0,0.00168
0.0,12.0,5418.791263514396,2.75,0.0,0.0
11.069499887871007,12.0,6593.361401908299,2.75,0.0,4e-05
0.0,12.0,8492.889088655484,2.75,0.0,0.0
0.0,12.0,4946.101053752969,1.75,0.0,0.0
0.0,12.0,3951.449714478594,1.8333334,0.0,0.0
0.0,12.0,3985.37676491596,1.8333334,0.0,0.0
0.0,12.0,6308.149575399671,1.8333334,0.0,0.0
16.721429242580182,12.0,3870.82122376915,2.75,0.0,0.02408
0.0,12.0,4151.990276616489,2.75,0.0,0.0
0.0,12.0,4321.18319422962,2.75,0.0,0.0
0.0,12.0,3848.4623322350276,2.75,0.0,0.0
0.0,12.0,3891.7159948641856,2.75,1.0,0.0
0.0,12.0,3891.7159948641856,2.75,0.0,0.0
12.856831890584742,12.0,4948.597730428516,2.75,0.0,0.00167
0.0,12.0,5419.7135185937395,2.75,0.0,0.0
11.069499750377346,12.0,6602.0969390942,2.75,0.0,4e-05
0.0,12.0,8492.523151913643,2.75,0.0,0.0
0.0,12.0,4944.637607778345,1.75,1.0,0.0
0.0,12.0,4944.637607778345,1.75,0.0,0.0
0.0,12.0,3952.458084146581,1.8333334,0.0,0.0
0.0,12.0,3984.8469967942215,1.8333334,0.0,0.0
0.0,12.0,6309.240503471426,1.8333334,1.0,0.0
0.0,12.0,6309.240503471426,1.8333334,0.0,0.0
16.72142947976419,12.0,3868.106157792356,2.75,0.0,0.02423
0.0,12.0,4153.338475194422,2.75,0.0,0.0
0.0,12.0,4324.0479801952315,2.75,0.0,0.0
0.0,12.0,3848.1765104825786,2.75,0.0,0.0
0.0,12.0,3891.2964271625556,2.75,0.0,0.0
12.85683194887412,12.0,4951.0344325415135,2.75,0.0,0.00166
0.0,12.0,5420.635775861633,2.75,0.0,0.0
11.069499612883623,12.0,6610.842897001647,2.75,0.0,4e-05
0.0,12.0,8492.160356792983,2.75,0.0,0.0
0.0,12.0,4944.151938888038,1.75,1.0,0.0
0.0,12.0,4944.151938888038,1.75,0.0,0.0
0.0,12.0,3952.6612608007854,1.8333334,0.0,0.0
0.0,12.0,3984.325435296844,1.8333334,1.0,0.0
0.0,12.0,3984.325435296844,1.8333334,0.0,0.0
0.0,12.0,6310.640457312443,1.8333334,1.0,0.0
0.0,12.0,6310.640457312443,1.8333334,0.0,0.0
16.72142971846538,12.0,3863.9268035109176,2.75,0.0,0.02445
0.0,12.0,4153.01685618534,2.75,0.0,0.0
0.0,12.0,4325.317660703255,2.75,0.0,0.0
0.0,12.0,3847.8991351040913,2.75,0.0,0.0
0.0,12.0,3890.884951211114,2.75,0.0,0.0
12.856832009494235,12.0,4953.506630947878,2.75,0.0,0.00165
0.0,12.0,5421.558035282481,2.75,0.0,0.0
11.069499475573272,12.0,6619.599156620095,2.75,0.0,3e-05
0.0,12.0,8491.800718298504,2.75,0.0,0.0
0.0,12.0,4941.727165572464,1.75,1.0,0.0
0.0,12.0,4941.727165572464,1.75,0.0,0.0
0.0,12.0,3954.624089072087,1.8333334,1.0,0.0
0.0,12.0,3954.624089072087,1.8333334,0.0,0.0
0.0,12.0,3983.8121139676823,1.8333334,0.0,0.0
