Distance since Last Update,Number of blue Nodes,Average Distance,Average Hierarchical distance,Is Affected,Score
7.628409582054663,12.0,5366.980009611701,1.8333334,0.0,0.0185
0.0,12.0,5366.980009611701,1.8333334,0.0,0.0
0.0,12.0,4334.762604386414,1.8333334,0.0,0.0
0.0,12.0,5367.710981594789,1.8333334,0.0,0.0
0.0,12.0,4336.571787407285,1.8333334,0.0,0.0
0.0,12.0,4482.082502561428,2.75,0.0,0.0
0.0,12.0,4484.0203837863855,2.75,0.0,0.0
0.0,12.0,4351.976934759059,1.8333334,0.0,0.0
13.143448849574696,12.0,6896.346775723608,2.75,0.0,0.04672
0.0,12.0,4491.56892930988,2.75,0.0,0.0
0.0,12.0,4355.057963346925,1.8333334,0.0,0.0
0.0,12.0,6895.28012792334,2.75,0.0,0.0
0.0,12.0,4493.543194010193,2.75,0.0,0.0
7.628409571089859,12.0,5392.971609603226,1.8333334,0.0,0.01786
0.0,12.0,5392.971609603226,1.8333334,0.0,0.0
0.0,12.0,3712.9618488467077,2.75,0.0,0.0
0.0,12.0,5393.992952963538,1.8333334,0.0,0.0
0.0,12.0,3713.697246692713,2.75,0.0,0.0
15.03555054129301,12.0,4183.288152346185,2.75,0.0,0.69042
0.0,12.0,4183.529672489558,2.75,0.0,0.0
13.143448090512829,12.0,6885.583739363375,2.75,0.0,0.04719
0.0,12.0,4278.6733572690655,2.75,0.0,0.0
0.0,12.0,6884.569339611761,2.75,0.0,0.0
0.0,12.0,4280.8805264674875,2.75,0.0,0.0
0.0,12.0,4404.942638341986,1.8333334,0.0,0.0
13.024511473429015,12.0,3967.1358019076597,2.75,0.0,0.73331
0.0,12.0,4406.857980476426,1.8333334,0.0,0.0
0.0,12.0,3968.294873392577,2.75,0.0,0.0
7.6284095563945895,12.0,5428.631008226906,1.8333334,0.0,0.01702
0.0,12.0,5428.631008226906,1.8333334,0.0,0.0
0.0,12.0,5430.054651826912,1.8333334,0.0,0.0
0.0,12.0,4414.549095470488,1.8333334,0.0,0.0
13.143447328710451,12.0,6880.794956070851,2.75,0.0,0.04741
17.585494689935892,12.0,5585.6523785637555,2.75,0.0,0.21516
0.0,12.0,4415.489275207817,1.8333334,0.0,0.0
0.0,12.0,6879.843280814547,2.75,0.0,0.0
0.0,12.0,5586.054053101502,2.75,0.0,0.0
0.0,12.0,3753.7194418312943,2.75,0.0,0.0
0.0,12.0,3977.8212358831584,2.75,0.0,0.0
0.0,12.0,3752.9065252325727,2.75,0.0,0.0
0.0,12.0,3977.8132011402286,2.75,0.0,0.0
0.0,12.0,3752.754583989006,2.75,0.0,0.0
0.0,12.0,3751.945787834067,2.75,0.0,0.0
0.0,12.0,3619.678566247014,1.8333334,0.0,0.0
14.177300179913132,12.0,4297.668476782341,2.75,0.0,0.58444
17.585491900840445,12.0,5682.1169441572065,2.75,0.0,0.19645
0.0,12.0,3620.0943618368487,1.8333334,0.0,0.0
0.0,12.0,4297.912616485715,2.75,0.0,0.0
0.0,12.0,5682.1169441572065,2.75,0.0,0.0
0.0,12.0,5452.93784048008,1.8333334,0.0,0.0
0.0,12.0,4432.326174272664,1.8333334,0.0,0.0
0.0,12.0,5451.046652033196,1.8333334,0.0,0.0
0.0,12.0,4432.112843825066,1.8333334,0.0,0.0
0.0,12.0,4434.732259759852,1.8333334,0.0,0.0
0.0,12.0,4435.946051022795,1.8333334,0.0,0.0
14.821119730327482,12.0,3724.841147465007,2.75,0.0,1.0487
0.0,12.0,3745.1313255810805,2.75,0.0,0.0
0.0,12.0,3983.110828516541,2.75,0.0,0.0
0.0,12.0,3723.782734118699,2.75,0.0,0.0
0.0,12.0,3744.080755275528,2.75,0.0,0.0
0.0,12.0,3984.0246515197828,2.75,0.0,0.0
14.821119001949768,12.0,3735.681659010077,2.75,0.0,1.03803
0.0,12.0,3733.4851607866167,2.75,0.0,0.0
0.0,12.0,3642.5426562595458,1.8333334,0.0,0.0
0.0,12.0,3641.5028492723454,1.8333334,0.0,0.0
0.0,12.0,3739.753435555532,2.75,0.0,0.0
14.177295750687778,12.0,4178.07014557409,2.75,0.0,0.65422
0.0,12.0,4526.073876153883,2.75,0.0,0.0
0.0,12.0,3737.567198324283,2.75,0.0,0.0
0.0,12.0,4176.919994600242,2.75,0.0,0.0
0.0,12.0,4529.037333825611,2.75,0.0,0.0
19.441473936696433,12.0,5918.801986057805,2.75,0.0,0.17373
15.824387221292925,12.0,3968.9807378828864,2.75,0.0,0.88941
0.0,12.0,5916.62307522981,2.75,0.0,0.0
0.0,12.0,3969.479258209714,2.75,0.0,0.0
14.82111724925173,12.0,3781.5557767038886,2.75,0.0,0.99408
0.0,12.0,3781.143559103466,2.75,0.0,0.0
14.177293535346797,12.0,4124.767529423401,2.75,0.0,0.68795
0.0,12.0,6735.9303217883025,2.75,0.0,0.0
0.0,12.0,4125.368548936759,2.75,0.0,0.0
0.0,12.0,6733.337920883704,2.75,0.0,0.0
0.0,12.0,3788.5318325386484,2.75,0.0,0.0
0.0,12.0,3753.670099309609,2.75,0.0,0.0
0.0,12.0,3788.1360502211537,2.75,0.0,0.0
0.0,12.0,3753.2632339495462,2.75,0.0,0.0
0.0,12.0,5688.288454604619,1.75,0.0,0.0
0.0,12.0,5688.846009068515,1.75,0.0,0.0
0.0,12.0,3790.4169136534733,2.75,0.0,0.0
0.0,12.0,4594.719112291432,2.75,0.0,0.0
0.0,12.0,3790.0317820251657,2.75,0.0,0.0
0.0,12.0,4594.185634718851,2.75,0.0,0.0
17.825235916351552,12.0,4055.2398862607893,2.75,0.0,0.92359
0.0,12.0,6692.195070439749,2.75,0.0,0.0
0.0,12.0,4055.841252061491,2.75,0.0,0.0
0.0,12.0,6692.717349978771,2.75,0.0,0.0
0.0,12.0,4533.320990132263,1.8333334,0.0,0.0
0.0,12.0,4535.813434064377,1.8333334,0.0,0.0
0.0,12.0,5714.005626807346,1.75,0.0,0.0
0.0,12.0,6681.67014855548,2.75,0.0,0.0
0.0,12.0,4596.731017256551,2.75,0.0,0.0
0.0,12.0,5714.564041378249,1.75,0.0,0.0
