Distance since Last Update,Number of blue Nodes,Average Distance,Average Hierarchical distance,Is Affected,Score
12.103200210839212,4.0,1001.3941498016969,0.25,0.0,2.75317
10.56183163253067,4.0,876.1489457244969,0.25,0.0,3.12817
10.56183166839464,4.0,848.936335654423,0.25,0.0,3.31279
15.794548875028214,4.0,905.9740001811506,0.25,0.0,4.39303
17.928336064350443,4.0,1359.0255203934923,0.25,0.0,1.91949
16.60726080121394,4.0,1073.6383298051205,0.25,0.0,3.24427
12.020741579864712,4.0,897.2593504921459,0.25,0.0,3.40536
16.301166732244234,4.0,978.2973147019214,0.25,0.0,3.89304
12.032566068292738,4.0,831.2310385643127,1.0,0.0,4.30403
16.042788352144235,4.0,984.3830812689201,0.25,0.0,3.78251
19.20376190712987,4.0,1161.9037965741186,0.25,0.0,3.11479
18.035304535687597,4.0,896.1293930059138,0.25,0.0,5.12141
11.376917652803503,4.0,1124.2004354535043,0.25,0.0,1.99789
18.035303573876565,4.0,782.5752573998179,0.25,0.0,6.50592
16.3247758186196,4.0,896.9963232184085,1.0,0.0,5.20674
18.035302609625116,4.0,669.3092098937922,0.25,0.0,8.25969
18.035302129616237,4.0,665.7390567570351,0.25,0.0,8.32206
11.376917609097436,4.0,604.2488769193918,0.25,0.0,5.97592
17.930665768227826,4.0,1036.6414899239037,1.0,0.0,4.48306
10.767694542154654,4.0,741.4714682962685,0.25,0.0,4.23569
17.930660299735237,4.0,1251.6802344111697,1.0,0.0,3.08138
13.298242932690533,4.0,665.0507403266416,0.25,0.0,6.14514
17.92318228543175,4.0,1466.7684611780062,1.0,0.0,2.11689
12.782453328897116,4.0,894.555725975373,0.25,0.0,3.64184
12.78245155667304,4.0,817.74543633902,0.25,0.0,4.28167
0.0,4.0,775.7397751578304,0.25,0.0,0.0
0.0,4.0,775.7397751578304,0.25,0.0,0.0
0.0,4.0,1335.5927318831878,1.0,0.0,0.0
0.0,4.0,1327.4647419028674,1.0,0.0,0.0
0.0,4.0,972.5636199666241,0.25,0.0,0.0
0.0,4.0,982.185942245983,0.25,0.0,0.0
0.0,4.0,1045.2400640773694,0.25,0.0,0.0
0.0,4.0,1052.7222093341265,0.25,0.0,0.0
14.073809374590061,4.0,1041.1186263108466,1.0,0.0,3.4914
